Parent KZA,Daughter KZA,Emitted Particles,Cross Sections
22481,2248124,n,"[0.01780856, 0.03863814, 0.04009191, 0.041550880000000005, 0.04298419, 0.04293333, 0.04231751, 0.041693730000000005, 0.04104629, 0.04036992, 0.03969003, 0.03915458, 0.03862402, 0.038234119999999996, 0.03795628, 0.03802495, 0.038287049999999996, 0.03851471, 0.03912779, 0.03986334, 0.04064353, 0.04156041, 0.04255659, 0.04353220000000001, 0.0443095, 0.04507514, 0.04537418, 0.045493370000000005, 0.04506842, 0.04431092, 0.04324999, 0.042476469999999995, 0.04208216, 0.0418159, 0.04102945, 0.039214280000000004, 0.03681816, 0.03415626, 0.03133978, 0.028458100000000004, 0.02557173, 0.0214589, 0.01646226, 0.011902140000000002, 0.008828928, 0.007442433, 0.006236063, 0.005198957000000001, 0.004309627, 0.0035503740000000002, 0.002908485, 0.002442746, 0.002193778, 0.0019059360000000002, 0.0015212889999999999, 0.001199272, 0.000933818, 0.0007173054, 0.0005381181, 0.00039548430000000003, 0.00028472400000000003, 0.00019918070000000002, 0.00013805529999999999, 9.433778000000002e-05, 6.360353e-05, 4.665188e-05, 3.586732e-05, 2.4382130000000004e-05, 1.9522600000000002e-05, 1.582739e-05, 1.284092e-05, 1.0406740000000003e-05, 8.240225999999999e-06, 4.346677999999999e-06, 2.955634e-06, 2.205235e-06, 1.04283e-06]"
22481,2248125,n,"[0.003447933, 0.008393910999999999, 0.009814895, 0.01129887, 0.013002640000000001, 0.0144424, 0.01580806, 0.01727037, 0.01864427, 0.02000391, 0.021414640000000002, 0.02279103, 0.024219710000000002, 0.02577552, 0.02725098, 0.029368880000000003, 0.03171462, 0.03337261, 0.034979960000000004, 0.036637140000000006, 0.0383598, 0.03989339, 0.041416810000000005, 0.042874, 0.04390509, 0.04490798, 0.04532122, 0.04551085, 0.045108499999999996, 0.04434794, 0.043278210000000004, 0.04249747, 0.04209947, 0.04183072, 0.041042569999999994, 0.039232010000000005, 0.036855650000000004, 0.034234930000000004, 0.03148286, 0.028683260000000002, 0.0258927, 0.021934480000000003, 0.01712953, 0.01267464, 0.009608625999999999, 0.008222058, 0.0069977450000000005, 0.005927033, 0.004991892, 0.004177521, 0.0034739330000000002, 0.0029534189999999997, 0.002670876, 0.0023394210000000004, 0.001889406, 0.001505263, 0.001183112, 0.0009164420000000001, 0.0006934859000000001, 0.0005142658, 0.0003738504, 0.0002644008, 0.0001853869, 0.0001282187, 8.749012000000001e-05, 6.474425e-05, 5.010847000000001e-05, 3.435549e-05, 2.7624490000000002e-05, 2.247645e-05, 1.829187e-05, 1.4867910000000001e-05, 1.1807460000000002e-05, 6.271715999999999e-06, 4.2821969999999995e-06, 3.206092e-06, 1.5270159999999998e-06]"
22481,2248126,n,"[0.00208912, 0.012597430000000001, 0.01417492, 0.015785089999999998, 0.017521230000000002, 0.018110070000000002, 0.01820052, 0.018293550000000002, 0.01840422, 0.01852725, 0.01866445, 0.01885405, 0.01906174, 0.019363, 0.019685440000000002, 0.02033492, 0.02112853, 0.02170713, 0.0224315, 0.02322143, 0.02405046, 0.02490129, 0.02578979, 0.02666333, 0.02737199, 0.02807791, 0.02846568, 0.02873683, 0.02864442, 0.028333650000000002, 0.027782559999999998, 0.0273601, 0.027144750000000002, 0.026999330000000002, 0.026548790000000003, 0.02547721, 0.02403544, 0.02239742, 0.02063282, 0.01880373, 0.01695123, 0.01427719, 0.01098815, 0.007951822, 0.005894001, 0.004962503, 0.004151181, 0.003453624, 0.00285597, 0.00234658, 0.001916916, 0.001605918, 0.0014400390000000002, 0.0012486600000000002, 0.0009936525, 0.0007809571, 0.0006063639, 0.00046453749999999995, 0.0003475543, 0.0002547466, 0.0001828941, 0.0001275538, 8.811448000000001e-05, 5.9985250000000006e-05, 4.0275900000000005e-05, 2.9443150000000003e-05, 2.2576980000000003e-05, 1.5293760000000003e-05, 1.2224870000000002e-05, 9.897392e-06, 8.021427e-06, 6.495139e-06, 5.139299e-06, 2.708718e-06, 1.8415769999999999e-06, 1.373968e-06, 6.496762e-07]"
22481,2248127,n,"[4.071010000000001e-05, 0.005359740000000001, 0.008788109, 0.010084010000000001, 0.01148976, 0.01223335, 0.012634010000000001, 0.013027280000000002, 0.013279860000000001, 0.01351884, 0.013743149999999999, 0.01393843, 0.014216800000000002, 0.01452435, 0.01474297, 0.01496648, 0.01519997, 0.01544217, 0.015650360000000002, 0.015854319999999998, 0.01604016, 0.01613629, 0.01622105, 0.01617983, 0.01608666, 0.01586407, 0.01555993, 0.01520681, 0.01496235, 0.01483773, 0.01475358, 0.014515130000000001, 0.01397999, 0.01327965, 0.01250778, 0.011686410000000001, 0.010834680000000001, 0.009965967, 0.008684056, 0.007041762, 0.005387362000000001, 0.0041768099999999996, 0.003615471, 0.0031059359999999997, 0.002648604, 0.0022407370000000005, 0.001879191, 0.001562838, 0.001327067, 0.001198745, 0.0010482080000000001, 0.00084424, 0.0006710072, 0.0005268046000000001, 0.0004082015, 0.0003093882, 0.0002300291, 0.0001676863, 0.0001188092, 8.325717e-05, 5.734871e-05, 3.8812160000000005e-05, 2.8462280000000002e-05, 2.1832440000000004e-05, 1.4755130000000003e-05, 1.176653e-05, 9.500877e-06, 7.679596e-06, 6.202247999999999e-06, 4.895305999999999e-06, 2.5720089999999997e-06, 1.749355e-06, 1.306784e-06, 6.223005999999999e-07]"
22481,2248128,n,"[0.0047408450000000005, 0.010077719999999998, 0.01201207, 0.01414571, 0.015179400000000001, 0.01563846, 0.01609284, 0.01640805, 0.016713210000000003, 0.01704671, 0.01736373, 0.01793145, 0.018605069999999998, 0.01909764, 0.01972737, 0.02041676, 0.02114405, 0.02194368, 0.022796439999999998, 0.02365756, 0.024440680000000003, 0.025236730000000002, 0.02579234, 0.026266820000000003, 0.02641773, 0.026377229999999998, 0.02605364, 0.0257701, 0.02562557, 0.02552797, 0.02518729, 0.024321890000000002, 0.02310978, 0.02167042, 0.02006898, 0.01837309, 0.01662624, 0.01406071, 0.01086063, 0.007873298, 0.0058385550000000005, 0.004915658, 0.00411135, 0.003419354, 0.0028267500000000003, 0.002321522, 0.001895754, 0.001587736, 0.0014235660000000002, 0.0012343500000000002, 0.000982353, 0.0007722958, 0.0006000084000000001, 0.00046000990000000003, 0.0003444723, 0.0002527124, 0.0001815732, 0.00012670310000000002, 8.755147e-05, 5.960448000000001e-05, 4.001608e-05, 2.9250230000000002e-05, 2.242817e-05, 1.5194080000000003e-05, 1.214671e-05, 9.83584e-06, 7.973332e-06, 6.457879e-06, 5.111443999999999e-06, 2.696374e-06, 1.834073e-06, 1.368894e-06, 6.476064e-07]"
22481,2248129,n,"[0.004542871, 0.01186088, 0.0150665, 0.0187017, 0.020448360000000002, 0.02120771, 0.02193732, 0.0223088, 0.02263372, 0.02286705, 0.023029700000000004, 0.02319288, 0.02334566, 0.02345302, 0.023551370000000002, 0.02365126, 0.02375358, 0.023822960000000004, 0.02388354, 0.0239201, 0.023864220000000002, 0.02378932, 0.023576299999999998, 0.02330084, 0.02287681, 0.02235518, 0.021802250000000002, 0.0214308, 0.021241439999999997, 0.02111358, 0.02076085, 0.01998434, 0.01897752, 0.01787971, 0.016718010000000002, 0.015516160000000001, 0.014291499999999999, 0.0124836, 0.010162880000000001, 0.007811168, 0.00608139, 0.005279693, 0.00455024, 0.003893785, 0.003306709, 0.002784627, 0.002326065, 0.001982986, 0.0017956240000000002, 0.001575026, 0.0012747470000000001, 0.001018057, 0.0008028827, 0.0006246432000000001, 0.000475292, 0.00035464190000000003, 0.0002593654, 0.0001843203, 0.0001295132, 8.943427e-05, 6.066862000000001e-05, 4.456655e-05, 3.423009e-05, 2.3174400000000003e-05, 1.849731e-05, 1.4947680000000003e-05, 1.2090860000000002e-05, 9.771587e-06, 7.717874e-06, 4.061344e-06, 2.7646899999999997e-06, 2.066668e-06, 9.853613e-07]"
22481,2248130,n,"[6.583553e-05, 0.003984127, 0.010276559999999999, 0.01304766, 0.01396585, 0.014846090000000001, 0.01528173, 0.01566035, 0.01603044, 0.016361030000000002, 0.016904680000000002, 0.01753433, 0.0179941, 0.01857612, 0.01921214, 0.01988465, 0.02064561, 0.021463839999999998, 0.022300089999999998, 0.02309685, 0.023912990000000002, 0.02452878, 0.025081020000000002, 0.02533454, 0.02541264, 0.025193490000000002, 0.02497511, 0.024863780000000002, 0.024788610000000003, 0.024500579999999997, 0.0237362, 0.02263798, 0.021299000000000002, 0.01978075, 0.01815315, 0.01646067, 0.01395124, 0.010797270000000001, 0.007835123000000001, 0.005812048, 0.004893379000000001, 0.004092585, 0.003403266, 0.002812992, 0.0023097300000000003, 0.0018857980000000002, 0.001579181, 0.001415808, 0.001227589, 0.0009769589, 0.0007681761, 0.0005969687, 0.0004578359, 0.00034298670000000006, 0.0002517299, 0.0001809353, 0.00012629349999999999, 8.728161000000001e-05, 5.942277e-05, 3.989245e-05, 2.9158460000000003e-05, 2.2357280000000002e-05, 1.514649e-05, 1.2109350000000001e-05, 9.806343999999998e-06, 7.950238e-06, 6.439959e-06, 5.098031e-06, 2.6904159999999997e-06, 1.830448e-06, 1.3664419999999998e-06, 6.466103999999999e-07]"
22481,224810,nc,"[9.790415e-05, 0.005924803, 0.01543863, 0.025781290000000002, 0.03683206, 0.04862951, 0.06207552, 0.07639042, 0.09340868000000001, 0.11024650000000001, 0.13721570000000002, 0.16820040000000003, 0.1904615, 0.21538000000000002, 0.24195120000000003, 0.269982, 0.3007881, 0.33363750000000003, 0.36838250000000006, 0.4056818, 0.4449648, 0.4862107, 0.5295217, 0.5737877, 0.6195214, 0.6574415, 0.680428, 0.6921454, 0.7000577, 0.7190539, 0.7562978, 0.8003746, 0.8426985, 0.8824339000000001, 0.9197109, 0.9543422, 0.9996363000000001, 1.050682, 1.101611, 1.139402, 1.151295, 1.161649, 1.170731, 1.178701, 1.185646, 1.19156, 1.195628, 1.197527, 1.199303, 1.200353, 1.19877, 1.191844, 1.163592, 1.101441, 1.011622, 0.9006044, 0.7740183, 0.6572182, 0.5561043, 0.47081730000000005, 0.4180001, 0.38135080000000005, 0.33852350000000003, 0.3185586, 0.302446, 0.2885077, 0.275819, 0.26291000000000003, 0.2346958, 0.22129490000000002, 0.21295340000000001, 0.19212130000000002]"
22481,224820,γ,"[786.7695, 377.48940000000005, 196.0322, 172.9773, 152.6345, 134.679, 118.8536, 104.89779999999999, 92.56866000000001, 81.66117, 72.01687, 63.521660000000004, 56.00946999999999, 49.368249999999996, 43.52074, 38.33216, 33.75302, 29.70041, 26.119799999999998, 22.9418, 20.12406, 17.62751, 15.40678, 13.43366, 11.674109999999999, 10.10415, 8.706938, 7.462303, 6.361201, 5.398979, 4.578783, 3.912179, 3.422313, 3.15468, 3.183695, 3.546423, 3.794373, 1.348219, 0.003414368, 0.0033233760000000003, 0.003177912, 0.003014245, 0.00287496, 0.0037672340000000004, 0.006294088000000001, 0.01132569, 0.021583389999999997, 0.03285436, 0.04834513000000001, 0.07745659, 0.1264751, 0.13563840000000002, 0.1290051, 0.1255104, 0.12368920000000001, 0.12086650000000002, 0.11752670000000001, 0.1138601, 0.10752470000000001, 0.1033172, 0.09787163, 0.09046362000000001, 0.08335486, 0.07701969, 0.06984487, 0.06567906, 0.0628205, 0.06030434, 0.058642570000000005, 0.05500571, 0.05055191, 0.048836750000000005, 0.0478101, 0.046730669999999995, 0.04559507, 0.044402210000000004, 0.043147950000000004, 0.04182941, 0.04044326, 0.038985900000000004, 0.03745379, 0.03584267, 0.03418307, 0.0332416, 0.032596940000000005, 0.03191927, 0.03120675, 0.03006414, 0.02884281, 0.02819566, 0.02789337, 0.02777275, 0.02764344, 0.027050269999999998, 0.025925280000000002, 0.025008560000000003, 0.024366460000000003, 0.02352795, 0.02235502, 0.021543899999999998, 0.021218710000000002, 0.020878160000000003, 0.02052568, 0.02026487, 0.02003364, 0.01979306, 0.01963552, 0.0195194, 0.019409430000000002, 0.01936349, 0.01932717, 0.01933473, 0.01937187, 0.01947371, 0.01960612, 0.0197023, 0.019803360000000002, 0.0199096, 0.02001096, 0.02007475, 0.020137230000000002, 0.020186790000000003, 0.020182790000000003, 0.020172279999999997, 0.020078429999999998, 0.01993208, 0.01977815, 0.01959307, 0.019416640000000002, 0.019301850000000002, 0.019236279999999998, 0.01919197, 0.01907742, 0.018815560000000002, 0.01848474, 0.0181617, 0.017825960000000002, 0.01747171, 0.01710196, 0.01660257, 0.01591216, 0.01479297, 0.013630340000000001, 0.01328343, 0.01295316, 0.01260893, 0.012246429999999999, 0.01189452, 0.01152174, 0.011177330000000001, 0.010963020000000002, 0.01067501, 0.01019597, 0.009683714999999999, 0.009145614, 0.008582041, 0.007989862, 0.007390243, 0.006805664, 0.006218263000000001, 0.005664702000000001, 0.005142316, 0.004622475, 0.004246079, 0.003933462, 0.003481437, 0.003226884, 0.002999605, 0.0027748490000000002, 0.0025586280000000003, 0.002329091, 0.001745431, 0.001462229, 0.001286856, 0.0008974032]"
22481,214810,p,"[1.11982e-11, 5.378289999999999e-12, 2.79392e-12, 2.4652500000000002e-12, 2.1755699999999998e-12, 1.92037e-12, 1.69471e-12, 1.4954799999999998e-12, 1.32037e-12, 1.16522e-12, 1.02801e-12, 9.072580000000001e-13, 8.010080000000001e-13, 7.068780000000001e-13, 6.23197e-13, 5.50979e-13, 4.85806e-13, 4.2859400000000003e-13, 3.78131e-13, 3.33854e-13, 2.94579e-13, 2.5987900000000003e-13, 2.29406e-13, 2.02289e-13, 1.79164e-13, 1.57599e-13, 1.392e-13, 1.2283900000000001e-13, 1.08311e-13, 9.56057e-14, 8.43578e-14, 7.45432e-14, 6.58489e-14, 5.79316e-14, 5.1179500000000004e-14, 4.51335e-14, 4.1561700000000005e-14, 3.9799799999999996e-14, 3.83641e-14, 3.7341600000000004e-14, 3.57073e-14, 3.38775e-14, 3.2325499999999996e-14, 4.235629999999999e-14, 7.07492e-14, 1.27291e-13, 2.42574e-13, 3.69236e-13, 5.43254e-13, 8.7027e-13, 1.43395e-12, 1.79224e-12, 1.95608e-12, 2.04481e-12, 2.09105e-12, 2.1627200000000003e-12, 2.24752e-12, 2.3406099999999997e-12, 2.53559e-12, 2.82321e-12, 3.27414e-12, 3.8875799999999995e-12, 4.4762500000000004e-12, 5.00085e-12, 6.13274e-12, 8.107329999999998e-12, 9.695209999999999e-12, 1.1092999999999999e-11, 1.2015999999999999e-11, 1.4036299999999999e-11, 3.14696e-11, 6.288739999999999e-11, 8.25187e-11, 1.0315799999999999e-10, 1.24873e-10, 1.47681e-10, 1.71665e-10, 1.9687600000000001e-10, 2.2338100000000002e-10, 2.51248e-10, 2.80543e-10, 3.11351e-10, 3.5405600000000003e-10, 6.47396e-10, 1.062595e-09, 1.4990500000000001e-09, 1.9579330000000002e-09, 2.693844e-09, 3.480457e-09, 3.8972580000000004e-09, 4.091844e-09, 4.169661e-09, 4.391355e-09, 9.014778e-09, 1.806079e-08, 2.54322e-08, 3.212446e-08, 6.799288e-08, 1.255976e-07, 2.11403e-07, 3.403493e-07, 4.762507e-07, 6.304372999999999e-07, 1.013185e-06, 1.5021389999999998e-06, 2.030964e-06, 3.149738e-06, 4.618839e-06, 6.428706e-06, 9.862394999999999e-06, 1.376879e-05, 2.121796e-05, 2.985639e-05, 5.728533e-05, 9.364568000000001e-05, 0.00012282010000000003, 0.00018325, 0.00025403110000000003, 0.00033239690000000003, 0.0004705530000000001, 0.0006340594000000001, 0.0008315688, 0.001128579, 0.0014554700000000002, 0.001914752, 0.0024421, 0.003117303, 0.003896133, 0.004675829, 0.005188817, 0.0054503170000000005, 0.005626895000000001, 0.006109434, 0.00716427, 0.008539566, 0.010047740000000001, 0.011645760000000002, 0.01332433, 0.01503892, 0.01758186, 0.02090113, 0.02342334, 0.024907750000000003, 0.026723499999999997, 0.02879287, 0.031204290000000003, 0.03404753, 0.03739208, 0.04133051, 0.045132979999999996, 0.04764649000000001, 0.05124561, 0.057242430000000004, 0.06390783, 0.0711166, 0.07879963, 0.08678883000000001, 0.09491391, 0.1027704, 0.10971910000000001, 0.1141951, 0.11439660000000001, 0.10998340000000001, 0.10431600000000002, 0.09810825, 0.08851649, 0.08301774999999999, 0.07800358, 0.07292562000000001, 0.06834154, 0.063926, 0.054594180000000006, 0.050560970000000004, 0.04818308, 0.04321747]"
22481,224820,d,"[6.413949999999999e-16, 1.96161e-14, 4.61606e-12, 3.82265e-10, 3.727927e-09, 4.926999000000001e-08, 6.467922e-07, 4.121473e-06, 1.693757e-05, 4.789541e-05, 0.0001072773, 0.0002157162, 0.00040766530000000003, 0.0007429736000000001, 0.001249804, 0.002005794, 0.003019164, 0.004010658, 0.005032558, 0.0066977270000000005, 0.0077514409999999995, 0.008767966, 0.009848674000000002, 0.01093835, 0.01217722, 0.015752250000000002, 0.01785407, 0.01929962, 0.023767299999999998]"
22481,224820,t,"[7.08668e-14, 7.66548e-12, 3.277198e-09, 1.672114e-07, 1.014761e-06, 4.6221149999999995e-06, 2.082899e-05, 4.282256000000001e-05, 7.401015e-05, 0.00012696510000000002, 0.00021453060000000004, 0.000347291, 0.0008011623, 0.001222751, 0.0015546390000000002, 0.002889066]"
22481,224820,3He,"[2.54291e-20, 1.50347e-19, 2.9102800000000004e-19, 1.04354e-15, 2.95758e-13, 1.49854e-11, 2.52278e-10, 1.125619e-09, 4.325655e-09, 1.7387049999999998e-08, 3.41771e-08, 5.707168e-08, 9.334412e-08, 1.413884e-07, 2.112312e-07, 5.199331999999999e-07, 8.094841999999999e-07, 1.185339e-06, 1.270705e-05]"
22481,224820,α,"[6.17327e-12, 2.96491e-12, 1.54021e-12, 1.35903e-12, 1.1993299999999999e-12, 1.0586500000000001e-12, 9.34256e-13, 8.244199999999999e-13, 7.2789e-13, 6.42357e-13, 5.667150000000001e-13, 5.00147e-13, 4.4157400000000004e-13, 3.89682e-13, 3.43552e-13, 3.0374e-13, 2.67812e-13, 2.3627300000000003e-13, 2.0845400000000002e-13, 1.84045e-13, 1.62394e-13, 1.43264e-13, 1.26465e-13, 1.11516e-13, 9.87686e-14, 8.68801e-14, 7.67374e-14, 6.77179e-14, 5.97092e-14, 5.2704899999999994e-14, 4.6504200000000005e-14, 4.1093599999999994e-14, 3.63007e-14, 3.19361e-14, 2.8213900000000002e-14, 2.4880900000000002e-14, 2.29118e-14, 2.1940499999999997e-14, 2.11491e-14, 2.05854e-14, 1.96844e-14, 1.86758e-14, 1.78202e-14, 2.33499e-14, 3.9001899999999997e-14, 7.01717e-14, 1.33724e-13, 2.0354800000000003e-13, 2.9947e-13, 4.797240000000001e-13, 7.85558e-13, 8.865090000000001e-13, 8.838660000000001e-13, 8.827140000000001e-13, 8.821130000000001e-13, 8.811820000000001e-13, 8.800810000000001e-13, 8.78872e-13, 8.797399999999999e-13, 8.940239999999999e-13, 9.19332e-13, 9.537610000000001e-13, 9.868e-13, 1.01624e-12, 1.06548e-12, 1.13298e-12, 1.18618e-12, 1.23301e-12, 1.26394e-12, 1.33163e-12, 1.5519e-12, 1.86359e-12, 2.05773e-12, 2.2618499999999997e-12, 2.47661e-12, 2.70217e-12, 2.93937e-12, 3.1887e-12, 3.4508299999999997e-12, 3.72642e-12, 4.01614e-12, 4.3208299999999995e-12, 4.6656500000000004e-12, 5.62122e-12, 6.8808100000000004e-12, 8.20489e-12, 9.597e-12, 1.1829499999999998e-11, 1.4215899999999999e-11, 1.54803e-11, 1.60707e-11, 1.63067e-11, 1.67199e-11, 2.27982e-11, 3.4647899999999994e-11, 4.43039e-11, 5.2673399999999996e-11, 9.20979e-11, 1.55051e-10, 2.17841e-10, 2.82613e-10, 3.50806e-10, 4.29861e-10, 6.56659e-10, 9.51466e-10, 1.264254e-09, 1.700634e-09, 2.214331e-09, 2.9124140000000003e-09, 4.5576920000000004e-09, 6.444953000000001e-09, 9.281508e-09, 1.236305e-08, 2.487757e-08, 4.195817e-08, 5.65398e-08, 9.388894000000001e-08, 1.385176e-07, 1.901702e-07, 3.112968e-07, 4.6047960000000004e-07, 6.794865e-07, 1.1263419999999998e-06, 1.653485e-06, 2.850063e-06, 4.3757529999999994e-06, 7.416273999999999e-06, 1.15235e-05, 1.752624e-05, 2.194755e-05, 2.4201350000000005e-05, 2.572323e-05, 3.197293e-05, 4.9044480000000007e-05, 7.736604000000001e-05, 0.00011720170000000001, 0.00016966960000000002, 0.00025103520000000005, 0.00036372270000000005, 0.0006012745, 0.001110759, 0.001818088, 0.002456153, 0.002995975, 0.003574697, 0.004196329, 0.004873398, 0.005625135000000001, 0.006490105, 0.007333236999999999, 0.007930766, 0.008671771, 0.009949113, 0.01138883, 0.012916200000000001, 0.01465041, 0.016508870000000002, 0.01857145, 0.020863230000000003, 0.02349809, 0.02634384, 0.02885911, 0.03165042, 0.03383409, 0.03545174, 0.03710658, 0.0376185, 0.03785733, 0.037819660000000005, 0.03749737, 0.03682978, 0.033901270000000004, 0.03180666, 0.03033026, 0.025813600000000003]"
22481,224820,2α,"[2.05145e-20, 1.1537399999999999e-19, 2.21299e-19, 3.3562199999999997e-19, 4.53037e-19, 5.76368e-19, 7.06059e-19, 8.07516e-19, 8.96921e-19, 1.0286200000000001e-18, 2.3553700000000004e-17, 2.85635e-16, 1.7565400000000001e-15, 1.72591e-14, 5.22207e-13, 8.124459999999999e-11, 3.61548e-10, 2.1590850000000003e-09, 1.4501569999999998e-07]"
22481,204800,2p,"[1.7160399999999999e-16, 1.02768e-15, 3.00902e-15, 3.33578e-12, 4.12684e-10, 1.291078e-08, 7.165517999999999e-08, 3.4906749999999997e-07, 1.819557e-06, 4.186776e-06, 7.708778e-06, 1.375479e-05, 2.2360120000000004e-05, 3.5511550000000004e-05, 9.152812000000002e-05, 0.00013107629999999998, 0.0001583742, 0.00023563260000000004]"
22481,214810,pα,"[2.76997e-22, 1.05865e-20, 2.6510799999999997e-20, 3.89685e-20, 4.99462e-20, 6.61167e-20, 1.35126e-17, 5.32311e-16, 4.1736800000000004e-15, 7.37286e-14, 4.25909e-12, 7.758740000000001e-10, 3.4824560000000004e-09, 1.969868e-08, 1.110457e-06]"
22481,214810,pd,"[9.31714e-16, 8.386170000000001e-15, 1.8237099999999998e-14, 1.96516e-10, 9.406750000000002e-10, 4.0657940000000007e-08, 4.233863e-06]"
22481,214810,pt,[2.16314e-17]
22481,224820,dα,"[2.5171599999999997e-21, 1.66954e-20, 2.86767e-20, 1.03972e-16]"
